日付,時刻,コード,会社名,表題（リンク_TDnet）,表題（リンク_ローカル）,キーワード,ヒットページ数,記述されているページ,分類,URL（生）
20260210,15:30,8050,セイコーG,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552714.pdf"", ""2026年3月期 第3四半期決算短信[日本基準](連結)"")","=HYPERLINK(""pdf_tmp/20260210/8050_1530_セイコーG_2026年3月期 第3四半期決算短信[日本基準](連結).pdf"", ""2026年3月期 第3四半期決算短信[日本基準](連結)"")",大幅 上方修正,2,5 6,決算短信,https://www.release.tdnet.info/inbs/140120260209552714.pdf
20260210,16:00,8088,岩谷産,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552149.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/8088_1600_岩谷産_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",需要が低 悪化,2,4 13,決算短信,https://www.release.tdnet.info/inbs/140120260209552149.pdf
20260210,16:00,8228,マルイチ産商,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552384.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/8228_1600_マルイチ産商_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",悪化 値上,2,4 5,決算短信,https://www.release.tdnet.info/inbs/140120260209552384.pdf
20260210,15:30,8252,丸井G,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260207551077.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/8252_1530_丸井G_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",大幅,2,23 25,決算短信,https://www.release.tdnet.info/inbs/140120260207551077.pdf
20260210,12:00,8346,東邦銀,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260206550373.pdf"", ""業績予想の修正および配当予想の修正(増配)に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260210/8346_1200_東邦銀_業績予想の修正および配当予想の修正(増配)に関するお知らせ.pdf"", ""業績予想の修正および配当予想の修正(増配)に関するお知らせ"")",上方修正,2,1 2,予想の修正,https://www.release.tdnet.info/inbs/140120260206550373.pdf
20260210,11:30,9336,大栄環境,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553024.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/9336_1130_大栄環境_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",シェア拡大,2,4 12,決算短信,https://www.release.tdnet.info/inbs/140120260210553024.pdf
20260210,16:00,9421,エヌジェイHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260202545125.pdf"", ""2026年6月期 第2四半期(中間期)決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/9421_1600_エヌジェイHD_2026年6月期 第2四半期(中間期)決算短信〔日本基準〕(連結).pdf"", ""2026年6月期 第2四半期(中間期)決算短信〔日本基準〕(連結)"")",計画を上,2,4 5,決算短信,https://www.release.tdnet.info/inbs/140120260202545125.pdf
20260210,11:30,9476,中央経済社HD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260128540446.pdf"", ""2026年9月期 第1四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/9476_1130_中央経済社HD_2026年9月期 第1四半期決算短信〔日本基準〕(連結).pdf"", ""2026年9月期 第1四半期決算短信〔日本基準〕(連結)"")",大幅,2,4 5,決算短信,https://www.release.tdnet.info/inbs/140120260128540446.pdf
20260210,15:40,9753,IXナレッジ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260205549057.pdf"", ""2026年3月期 第3四半期連結決算補足説明資料"")","=HYPERLINK(""pdf_tmp/20260210/9753_1540_IXナレッジ_2026年3月期 第3四半期連結決算補足説明資料.pdf"", ""2026年3月期 第3四半期連結決算補足説明資料"")",上方修正,2,6 7,説明資料,https://www.release.tdnet.info/inbs/140120260205549057.pdf
20260210,15:30,9885,シャルレ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260206549853.pdf"", ""2026年3月期 第3四半期決算短信[日本基準](連結)"")","=HYPERLINK(""pdf_tmp/20260210/9885_1530_シャルレ_2026年3月期 第3四半期決算短信[日本基準](連結).pdf"", ""2026年3月期 第3四半期決算短信[日本基準](連結)"")",価格改定 大幅 計画を下,2,4 5,決算短信,https://www.release.tdnet.info/inbs/140120260206549853.pdf
20260210,15:30,1414,ショーボンド,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553457.pdf"", ""2026年6月期 第2四半期(中間期)決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/1414_1530_ショーボンド_2026年6月期 第2四半期(中間期)決算短信〔日本基準〕(連結).pdf"", ""2026年6月期 第2四半期(中間期)決算短信〔日本基準〕(連結)"")",下方修正,1,5,決算短信,https://www.release.tdnet.info/inbs/140120260210553457.pdf
20260210,15:30,1446,キャンディル,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552084.pdf"", ""2026年9月期 第1四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/1446_1530_キャンディル_2026年9月期 第1四半期決算短信〔日本基準〕(連結).pdf"", ""2026年9月期 第1四半期決算短信〔日本基準〕(連結)"")",需要が低,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260209552084.pdf
20260210,16:00,167A,リョーサン菱洋,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260129542358.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/167A_1600_リョーサン菱洋_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",需要の回復,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260129542358.pdf
20260210,12:00,1979,大気社,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553008.pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/1979_1200_大気社_2026年3月期第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")",悪化,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260210553008.pdf
20260210,11:30,1994,高橋ウォール,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552528.pdf"", ""2025年12月期 決算説明会資料"")","=HYPERLINK(""pdf_tmp/20260210/1994_1130_高橋ウォール_2025年12月期 決算説明会資料.pdf"", ""2025年12月期 決算説明会資料"")",悪化,1,36,その他,https://www.release.tdnet.info/inbs/140120260209552528.pdf
20260210,15:30,2122,Iスペース,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553637.pdf"", ""2026年9月期第1四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/2122_1530_Iスペース_2026年9月期第1四半期決算短信〔日本基準〕(連結).pdf"", ""2026年9月期第1四半期決算短信〔日本基準〕(連結)"")",計画を上,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260210553637.pdf
20260210,15:40,2209,井村屋G,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260122537209.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/2209_1540_井村屋G_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",価格改定,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260122537209.pdf
20260210,15:45,2342,G-トランスGG,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260119535423.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/2342_1545_G-トランスGG_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",価格交渉 価格転嫁 大幅,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260119535423.pdf
20260210,15:30,2445,タカミヤ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553020.pdf"", ""東京証券取引所スタンダード市場への市場区分変更申請に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260210/2445_1530_タカミヤ_東京証券取引所スタンダード市場への市場区分変更申請に関するお知らせ.pdf"", ""東京証券取引所スタンダード市場への市場区分変更申請に関するお知らせ"")",未達,1,1,その他,https://www.release.tdnet.info/inbs/140120260210553020.pdf
20260210,14:30,2489,ADWAYS,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552875.pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/2489_1430_ADWAYS_2025年12月期 決算短信〔日本基準〕(連結).pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")",大幅,1,5,決算短信,https://www.release.tdnet.info/inbs/140120260209552875.pdf
20260210,15:40,250A,シマダヤ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553245.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/250A_1540_シマダヤ_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",価格改定,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260210553245.pdf
20260210,15:00,255A,ジーエルテクノHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260206550621.pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/255A_1500_ジーエルテクノHD_2026年3月期第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")",増産,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260206550621.pdf
20260210,15:30,2588,プレミアムウォーター,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260206551035.pdf"", ""2026年3月期第3四半期決算説明補足資料"")","=HYPERLINK(""pdf_tmp/20260210/2588_1530_プレミアムウォーター_2026年3月期第3四半期決算説明補足資料.pdf"", ""2026年3月期第3四半期決算説明補足資料"")",大幅,1,5,その他,https://www.release.tdnet.info/inbs/140120260206551035.pdf
20260210,15:30,2607,不二製油,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552499.pdf"", ""通期業績予想の修正に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260210/2607_1530_不二製油_通期業績予想の修正に関するお知らせ.pdf"", ""通期業績予想の修正に関するお知らせ"")",大幅,1,1,予想の修正,https://www.release.tdnet.info/inbs/140120260209552499.pdf
20260210,16:00,2736,フェスタリアHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210554180.pdf"", ""国内事業 2026年8月期 月次売上概況(1月度)"")","=HYPERLINK(""pdf_tmp/20260210/2736_1600_フェスタリアHD_国内事業 2026年8月期 月次売上概況(1月度).pdf"", ""国内事業 2026年8月期 月次売上概況(1月度)"")",価格改定 値上,1,1,月次,https://www.release.tdnet.info/inbs/140120260210554180.pdf
20260210,14:00,2784,アルフレッサHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552274.pdf"", ""2026年3月期 第3四半期 決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/2784_1400_アルフレッサHD_2026年3月期 第3四半期 決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期 決算短信〔日本基準〕(連結)"")",大幅,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260209552274.pdf
20260210,16:30,2971,R-エスコンジャパン,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553118.pdf"", ""資産の入替に関する補足説明資料"")","=HYPERLINK(""pdf_tmp/20260210/2971_1630_R-エスコンジャパン_資産の入替に関する補足説明資料.pdf"", ""資産の入替に関する補足説明資料"")",大幅,1,12,説明資料,https://www.release.tdnet.info/inbs/140120260210553118.pdf
20260210,15:30,2980,SREHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553838.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/2980_1530_SREHD_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",価格改定 値上 計画以,1,5,決算短信,https://www.release.tdnet.info/inbs/140120260210553838.pdf
20260210,16:00,2981,G-ランディックス,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553218.pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/2981_1600_G-ランディックス_2026年3月期第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")",大幅,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260210553218.pdf
20260210,15:30,3123,サイボー,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260202544905.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/3123_1530_サイボー_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",価格転嫁 値上,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260202544905.pdf
20260210,15:30,3178,チムニー,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260206550866.pdf"", ""2026年3月期 第3四半期決算短信[日本基準](連結)"")","=HYPERLINK(""pdf_tmp/20260210/3178_1530_チムニー_2026年3月期 第3四半期決算短信[日本基準](連結).pdf"", ""2026年3月期 第3四半期決算短信[日本基準](連結)"")",計画を下,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260206550866.pdf
20260210,11:30,3261,G-グラン,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552069.pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/3261_1130_G-グラン_2025年12月期 決算短信〔日本基準〕(連結).pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")",大幅,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260209552069.pdf
20260210,15:30,3288,オープンハウスG,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260129541405.pdf"", ""業績予想の修正に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260210/3288_1530_オープンハウスG_業績予想の修正に関するお知らせ.pdf"", ""業績予想の修正に関するお知らせ"")",上方修正,1,2,予想の修正,https://www.release.tdnet.info/inbs/140120260129541405.pdf
20260210,15:29,331A,メディックス,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553543.pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/331A_1529_メディックス_2026年3月期第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")",計画を下,1,5,決算短信,https://www.release.tdnet.info/inbs/140120260210553543.pdf
20260210,11:00,3405,クラレ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552864.pdf"", ""連結決算における減損損失の計上、個別決算における関係会社株式評価損及び関係会社貸付金貸倒引当金繰入額の計上並びに通期業績予想と実績値との差異のお知らせ"")","=HYPERLINK(""pdf_tmp/20260210/3405_1100_クラレ_連結決算における減損損失の計上、個別決算における関係会社株式評価損及び関係会社貸付金貸倒引当金繰入額の計上並びに通期業績予想と実績値との差異のお知らせ.pdf"", ""連結決算における減損損失の計上、個別決算における関係会社株式評価損及び関係会社貸付金貸倒引当金繰入額の計上並びに通期業績予想と実績値との差異のお知らせ"")",悪化,1,1,その他,https://www.release.tdnet.info/inbs/140120260209552864.pdf
20260210,15:00,3431,宮地エンジ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551667.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/3431_1500_宮地エンジ_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",大幅,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260209551667.pdf
20260210,15:40,3435,サンコーテクノ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551941.pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/3435_1540_サンコーテクノ_2026年3月期第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")",価格改定,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260209551941.pdf
20260210,15:30,3436,SUMCO,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260202545202.pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/3436_1530_SUMCO_2025年12月期 決算短信〔日本基準〕(連結).pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")",増産,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260202545202.pdf
20260210,15:30,3436,SUMCO,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551618.pdf"", ""2025年12月期 決算説明会資料"")","=HYPERLINK(""pdf_tmp/20260210/3436_1530_SUMCO_2025年12月期 決算説明会資料.pdf"", ""2025年12月期 決算説明会資料"")",需要回復,1,5,その他,https://www.release.tdnet.info/inbs/140120260209551618.pdf
20260210,15:30,3449,テクノフレックス,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551962.pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/3449_1530_テクノフレックス_2025年12月期 決算短信〔日本基準〕(連結).pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")",大幅,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260209551962.pdf
20260210,15:31,3633,GMOペパボ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553758.pdf"", ""2025年12月期 決算説明会資料"")","=HYPERLINK(""pdf_tmp/20260210/3633_1531_GMOペパボ_2025年12月期 決算説明会資料.pdf"", ""2025年12月期 決算説明会資料"")",大幅,1,2,その他,https://www.release.tdnet.info/inbs/140120260210553758.pdf
20260210,15:31,3633,GMOペパボ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553815.pdf"", ""個別業績の前期実績値との差異に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260210/3633_1531_GMOペパボ_個別業績の前期実績値との差異に関するお知らせ.pdf"", ""個別業績の前期実績値との差異に関するお知らせ"")",価格改定 大幅,1,1,その他,https://www.release.tdnet.info/inbs/140120260210553815.pdf
20260210,15:30,3641,パピレス,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260205549155.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/3641_1530_パピレス_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",増産,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260205549155.pdf
20260210,17:00,3681,ブイキューブ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210554330.pdf"", ""2025年12月期決算発表の延期に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260210/3681_1700_ブイキューブ_2025年12月期決算発表の延期に関するお知らせ.pdf"", ""2025年12月期決算発表の延期に関するお知らせ"")",想定以上,1,1,その他,https://www.release.tdnet.info/inbs/140120260210554330.pdf
20260210,14:00,3708,特種東海,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260105528544.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/3708_1400_特種東海_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",価格改定,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260105528544.pdf
20260210,12:00,3763,プロシップ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210552975.pdf"", ""2026年3月期(第57期)通期連結業績予想の修正及び配当予想の修正(増配)に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260210/3763_1200_プロシップ_2026年3月期(第57期)通期連結業績予想の修正及び配当予想の修正(増配)に関するお知らせ.pdf"", ""2026年3月期(第57期)通期連結業績予想の修正及び配当予想の修正(増配)に関するお知らせ"")",上方修正,1,1,予想の修正,https://www.release.tdnet.info/inbs/140120260210552975.pdf
20260210,16:30,3768,リスクモンスター,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260203545866.pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/3768_1630_リスクモンスター_2026年3月期第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")",需要の回復,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260203545866.pdf
20260210,16:00,3772,ウェルス,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260129541464.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/3772_1600_ウェルス_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",大幅,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260129541464.pdf
20260210,11:30,3787,テクノマセマ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260203545804.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(非連結)"")","=HYPERLINK(""pdf_tmp/20260210/3787_1130_テクノマセマ_2026年3月期 第3四半期決算短信〔日本基準〕(非連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(非連結)"")",大幅 悪化,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260203545804.pdf
20260210,11:30,3787,テクノマセマ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552601.pdf"", ""2026年3月期通期業績予想の修正および営業外収益(為替差益)の計上に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260210/3787_1130_テクノマセマ_2026年3月期通期業績予想の修正および営業外収益(為替差益)の計上に関するお知らせ.pdf"", ""2026年3月期通期業績予想の修正および営業外収益(為替差益)の計上に関するお知らせ"")",大幅,1,1,予想の修正,https://www.release.tdnet.info/inbs/140120260209552601.pdf
20260210,15:31,3788,GMOGSHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553771.pdf"", ""2025年12月期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/3788_1531_GMOGSHD_2025年12月期決算短信〔日本基準〕(連結).pdf"", ""2025年12月期決算短信〔日本基準〕(連結)"")",大幅,1,5,決算短信,https://www.release.tdnet.info/inbs/140120260210553771.pdf
20260210,15:31,3788,GMOGSHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552381.pdf"", ""個別業績の前期実績値との差異に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260210/3788_1531_GMOGSHD_個別業績の前期実績値との差異に関するお知らせ.pdf"", ""個別業績の前期実績値との差異に関するお知らせ"")",上方修正,1,2,その他,https://www.release.tdnet.info/inbs/140120260209552381.pdf
20260210,15:31,3788,GMOGSHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552157.pdf"", ""配当予想の上方修正に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260210/3788_1531_GMOGSHD_配当予想の上方修正に関するお知らせ.pdf"", ""配当予想の上方修正に関するお知らせ"")",上方修正,1,1,その他,https://www.release.tdnet.info/inbs/140120260209552157.pdf
20260210,16:00,3848,データアプリ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551435.pdf"", ""2026年3月期 第3四半期決算 補足資料"")","=HYPERLINK(""pdf_tmp/20260210/3848_1600_データアプリ_2026年3月期 第3四半期決算 補足資料.pdf"", ""2026年3月期 第3四半期決算 補足資料"")",計画を上,1,14,その他,https://www.release.tdnet.info/inbs/140120260209551435.pdf
20260210,14:00,3878,巴川コーポ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260205548487.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/3878_1400_巴川コーポ_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",価格改定 価格転嫁 想定以上 大幅 悪化,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260205548487.pdf
20260210,15:30,3934,ベネフィットジャパン,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553938.pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/3934_1530_ベネフィットジャパン_2026年3月期第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")",大幅 需要の回復,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260210553938.pdf
20260210,18:00,3948,光ビジネス,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210554721.pdf"", ""株主提案に対する当社取締役会の意見に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260210/3948_1800_光ビジネス_株主提案に対する当社取締役会の意見に関するお知らせ.pdf"", ""株主提案に対する当社取締役会の意見に関するお知らせ"")",下方修正,1,2,その他,https://www.release.tdnet.info/inbs/140120260210554721.pdf
20260210,13:00,4044,セ硝子,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553668.pdf"", ""2026年3月期 通期連結業績予想の修正に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260210/4044_1300_セ硝子_2026年3月期 通期連結業績予想の修正に関するお知らせ.pdf"", ""2026年3月期 通期連結業績予想の修正に関するお知らせ"")",増産,1,1,予想の修正,https://www.release.tdnet.info/inbs/140120260210553668.pdf
20260210,16:00,4092,日本化,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553655.pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/4092_1600_日本化_2026年3月期第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")",大幅,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260210553655.pdf
20260210,16:00,4092,日本化,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210554024.pdf"", ""連結子会社の解散および清算に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260210/4092_1600_日本化_連結子会社の解散および清算に関するお知らせ.pdf"", ""連結子会社の解散および清算に関するお知らせ"")",悪化,1,1,その他,https://www.release.tdnet.info/inbs/140120260210554024.pdf
